旅客列车梯形密度表（ 日均 ）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZD190-01,11:11,8,5,3,,2,11,36,18,2,18,2,,2,4,,3,19,20,18,31,46,3,251,,,,,,,,,,,,,
上车人数合计,,283,320,175,66,28,321,337,97,17,65,35,3,81,55,21,21,50,48,46,93,59,3,2224,,,,,,,,,,,,,
G26 ZD072—ZD190-01 开行 1 天 日均定员： 1005 客座率： 55.8 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
上车站,,ZD072,ZD352,ZD028,ZD088,ZD316,ZD271,ZD261,ZD164,ZD124,ZD155,ZD081,ZD099,ZD287,ZD308,ZD239,ZD231,ZD111-01,ZD326,ZD250,ZD062,下车人数合计,,,,,,,,,,,,,,,
下车站,开/到点,06:47,08:37,08:06,08:41,09:33,10:41,11:11,12:00,12:42,13:04,14:01,15:47,15:30,16:57,17:11,16:28,16:54,17:42,18:19,18:47,,,,,,,,,,,,,,,,
ZD072,, ,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,
ZD352,08:35,42, ,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,
ZD028,08:04,22,5, ,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,
ZD088,08:39,21,14,40, ,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,
ZD316,09:29,19,23,62,141, ,,,,,,,,,,,,,,,,245,,,,,,,,,,,,,,,
ZD271,10:39,10,,1,,15, ,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,
ZD261,11:06,12,5,2,13,40,69, ,,,,,,,,,,,,,,141,,,,,,,,,,,,,,,
ZD164,11:58,21,2,2,,7,,16, ,,,,,,,,,,,,,48,,,,,,,,,,,,,,,
ZD124,12:40,4,,,,,,,2,,,,,,,,,,,,,6,,,,,,,,,,,,,,,
ZD155,13:02,26,,,2,11,,9,,14, ,,,,,,,,,,,62,,,,,,,,,,,,,,,
ZD081,13:46,106,2,14,23,51,4,57,8,24,141, ,,,,,,,,,,430,,,,,,,,,,,,,,,
ZD099,15:44,15,,1,1,7,,9,3,,3,19, ,,,,,,,,,58,,,,,,,,,,,,,,,
ZD287,15:28,59,,4,7,12,,25,3,1,5,42,8, ,,,,,,,,166,,,,,,,,,,,,,,,
ZD308,16:55,14,2,1,4,4,,17,,,,8,3,3, ,,,,,,,56,,,,,,,,,,,,,,,
ZD239,17:10,5,,,1,5,,8,,,2,18,1,3,2, ,,,,,,45,,,,,,,,,,,,,,,
ZD231,16:27,10,,,1,4,,6,,,2,8,5,5,8,3, ,,,,,52,,,,,,,,,,,,,,,
ZD111-01,16:52,21,1,2,2,15,,33,1,,5,26,4,11,30,32,28, ,,,,211,,,,,,,,,,,,,,,
ZD326,17:41,8,,,,15,2,23,,,3,14,5,12,25,21,9,25, ,,,162,,,,,,,,,,,,,,,
ZD250,18:18,9,,5,1,3,,13,,,2,7,2,6,17,15,9,22,4, ,,115,,,,,,,,,,,,,,,
ZD062,18:46,2,,,,3,,2,,,1,16,2,3,,,2,19,3,10, ,63,,,,,,,,,,,,,,,
ZD190-01,19:37,9,,1,2,1,,10,1,,5,18,,5,17,17,12,79,10,12,8,207,,,,,,,,,,,,,,,
上车人数合计,,435,54,135,198,193,75,228,18,39,169,176,30,48,99,88,60,145,17,22,8,2237,,,,,,,,,,,,,,,
G28 ZD316—ZD190-01 开行 1 天 日均定员： 960 客座率： 50.1 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
上车站,,ZD316,ZD306,ZD030,ZD261,ZD089,ZD164,ZD155,ZD081,ZD221,ZD006,ZD287,ZD194,ZD231,ZD111-01,ZD326,ZD192,ZD250,下车人数合计,,,,,,,,,,,,,,,,,,
下车站,开/到点,08:02,08:37,09:01,09:41,10:11,10:31,11:29,12:27,12:51,13:16,13:58,14:49,15:10,15:37,16:21,16:42,17:05,,,,,,,,,,,,,,,,,,,
ZD316,, ,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,
ZD306,08:35,37, ,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,
ZD030,08:59,4,5,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,
ZD261,09:37,31,8,100, ,,,,,,,,,,,,,,139,,,,,,,,,,,,,,,,,,
ZD089,10:09,1,,1,3, ,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,
ZD164,10:29,5,,,16,1, ,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,
ZD155,11:27,7,5,1,3,,, ,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,
ZD081,12:12,52,14,6,53,3,5,109, ,,,,,,,,,,242,,,,,,,,,,,,,,,,,,
ZD221,12:49,,,,1,,,,26, ,,,,,,,,,27,,,,,,,,,,,,,,,,,,
ZD006,13:12,11,,,13,,1,11,147,14, ,,,,,,,,197,,,,,,,,,,,,,,,,,,
ZD287,13:54,17,14,2,24,,1,11,73,3,7, ,,,,,,,152,,,,,,,,,,,,,,,,,,
ZD194,14:48,2,,,3,,3,2,20,,3,5, ,,,,,,38,,,,,,,,,,,,,,,,,,
ZD231,15:08,5,5,,8,,,,7,,2,9,20, ,,,,,56,,,,,,,,,,,,,,,,,,
ZD111-01,15:34,20,2,1,11,,,,35,,1,17,73,41, ,,,,201,,,,,,,,,,,,,,,,,,
ZD326,16:19,14,3,2,19,,,,13,,1,17,31,10,33, ,,,143,,,,,,,,,,,,,,,,,,
ZD192,16:40,7,3,4,4,,,1,17,,,11,7,14,120,15, ,,203,,,,,,,,,,,,,,,,,,
ZD250,17:03,17,3,,11,,,4,12,,11,23,44,23,24,7,75, ,254,,,,,,,,,,,,,,,,,,
ZD190-01,18:19,6,3,,30,2,1,4,22,,6,25,81,52,35,11,52,24,354,,,,,,,,,,,,,,,,,,
上车人数合计,,236,65,117,199,6,11,142,372,17,31,107,256,140,212,33,127,24,2095,,,,,,,,,,,,,,,,,,
K03 ZD174—ZD190-01 开行 1 天 日均定员： 1316 客座率： 48.9 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
上车站,,ZD174,ZD154,ZD073,ZD283,ZD195,ZD045,ZD301,ZD186,ZD185,ZD087,ZD157,ZD131,ZD108,ZD278,ZD274,ZD170,ZD135,ZD105,ZD163,ZD058,ZD018,ZD208,ZD043,ZD084,ZD112,ZD292,ZD233,ZD111-01,ZD326,ZD250,ZD190-02,下车人数合计,,,,
下车站,开/到点,13:00,16:42,19:45,20:24,21:32,22:34,23:10,23:36,23:59,01:20,05:30,06:00,08:06,09:06,10:36,11:09,12:38,14:54,15:37,18:13,19:41,20:32,21:24,21:47,23:06,23:59,00:58,02:12,03:22,04:27,06:19,,,,,
ZD174,13:00, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,
ZD154,16:21,10, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,
ZD073,19:30,4,1, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
ZD283,20:21,1,1,1, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
ZD195,21:28,,,17,1, ,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,
ZD045,22:30,,,2,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
ZD301,23:00,1,,1,,,1, ,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
ZD186,23:33,,,,,,,1, ,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
ZD185,23:55,,,,,,,1,, ,,,,,,,,,,,,,,,,,,,,,,,1,,,,
ZD087,01:03,,,4,,,2,,,2, ,,,,,,,,,,,,,,,,,,,,,,8,,,,
ZD131,05:55,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,2,,,,
ZD108,07:58,13,5,8,,,,1,,,2,21,30, ,,,,,,,,,,,,,,,,,,,80,,,,
ZD278,09:02,1,1,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,19,,,,
ZD274,10:16,,,,,,,,,,,,,2,2, ,,,,,,,,,,,,,,,,,4,,,,
ZD170,10:43,16,5,15,,2,4,15,,1,,9,8,71,89,4, ,,,,,,,,,,,,,,,,239,,,,
ZD135,12:30,5,1,,,,,2,,,,,,1,7,,29, ,,,,,,,,,,,,,,,45,,,,
ZD105,14:51,,6,,,,,,,,,,1,1,,,1,5, ,,,,,,,,,,,,,,14,,,,
ZD163,15:34,3,,,,,,,,,,,,,,,5,3,29, ,,,,,,,,,,,,,40,,,,
ZD058,18:04,18,6,3,,,,3,,,1,,,,,,13,9,1,, ,,,,,,,,,,,,54,,,,
ZD018,19:38,10,3,,,,,,2,,1,,,,,,5,5,6,9,37, ,,,,,,,,,,,78,,,,
ZD208,20:28,5,,5,2,,,4,2,,,,,,,1,2,8,2,1,8,, ,,,,,,,,,,40,,,,
ZD043,21:21,,,,,,,,,,,,,,,,,,,,1,,, ,,,,,,,,,1,,,,
ZD084,21:41,10,5,1,,,,,,,,,,,,,4,2,,3,12,10,6,, ,,,,,,,,53,,,,
ZD112,23:04,25,5,6,,,,4,,,1,,,,,,6,5,1,,5,4,17,,6, ,,,,,,,85,,,,
ZD292,23:36,29,8,5,,1,1,,,,,,,,1,,1,1,,1,4,9,5,,2,2, ,,,,,,70,,,,
ZD233,00:56,48,4,5,,,,,,,,,,1,,,2,1,,,5,5,5,,18,3,, ,,,,,97,,,,
ZD111-01,01:51,89,10,13,1,,,,,,2,,,1,,,2,,,1,5,2,3,7,48,28,2,20, ,,,,234,,,,
ZD326,03:18,59,2,12,,1,,,,,,,,1,,,3,,,,3,1,6,2,19,14,1,,1, ,,,125,,,,
ZD250,04:23,62,4,11,1,,,1,,,1,,,,1,,5,,,,4,6,11,2,43,56,3,,3,1, ,,215,,,,
ZD190-02,06:06,,,,,,,,,,,,,,,,2,,,,,,1,2,7,4,2,,6,2,4, ,30,,,,
ZD190-01,06:44,30,4,19,,,,3,,,2,,,2,,,4,5,,1,9,12,28,3,64,51,6,4,17,,6,3,273,,,,
上车人数合计,,439,71,128,5,4,8,35,4,3,11,31,39,97,100,5,84,44,39,16,93,49,82,16,207,158,14,24,27,3,10,3,1849,,,,
K07 ZD029—ZD190-01 开行 1 天 日均定员： 1332 客座率： 61.7 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
上车站,,ZD029,ZD038,ZD166,ZD118,ZD069,ZD294,ZD079,ZD001,ZD005,ZD216,ZD260,ZD067,ZD273,ZD041,ZD177,ZD180,ZD198,ZD320,ZD137,ZD207,ZD286,ZD238,ZD292,ZD233,ZD111-01,ZD326,ZD250,ZD062,ZD190-02,下车人数合计,,,,,,
下车站,开/到点,17:35,18:26,19:11,19:57,22:52,00:25,02:24,05:59,07:57,09:01,09:23,10:20,11:56,13:03,13:55,15:34,16:16,19:15,20:06,21:31,23:33,00:56,01:39,03:36,04:39,05:47,06:44,07:30,08:25,,,,,,,
ZD029,17:35, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,
ZD038,18:21,122, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,,,,,,
ZD166,19:06,262,33, ,,,,,,,,,,,,,,,,,,,,,,,,,,,295,,,,,,
ZD118,19:52,56,3,9, ,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,
ZD069,22:33,39,2,8,2, ,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,
ZD294,00:23,2,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
ZD079,02:21,15,1,8,,2,1, ,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,
ZD001,05:37,4,6,,1,5,3,, ,,,,,,,,,,,,,,,,,,,,,,19,,,,,,
ZD005,07:41,,,,,,,1,35, ,,,,,,,,,,,,,,,,,,,,,36,,,,,,
ZD216,08:57,3,2,1,,,,,1,28, ,,,,,,,,,,,,,,,,,,,,35,,,,,,
ZD067,10:15,2,,,,,,,,1,3,2, ,,,,,,,,,,,,,,,,,,8,,,,,,
ZD273,11:31,7,1,2,,1,1,,1,5,4,,21, ,,,,,,,,,,,,,,,,,43,,,,,,
ZD041,12:59,2,,4,,,,,,2,,,,5, ,,,,,,,,,,,,,,,,13,,,,,,
ZD177,13:47,13,3,2,,3,,,,1,,1,2,6,3, ,,,,,,,,,,,,,,,34,,,,,,
ZD180,15:29,16,2,1,,1,,,,,,,4,1,2,6, ,,,,,,,,,,,,,,33,,,,,,
ZD198,16:11,2,,1,,,,,,,,,,3,,10,, ,,,,,,,,,,,,,16,,,,,,
ZD320,18:56,3,,1,,,,,,,5,,1,16,23,37,5,21, ,,,,,,,,,,,,112,,,,,,
ZD137,20:04,10,,,,2,,,,,2,,,7,,14,2,1,88, ,,,,,,,,,,,126,,,,,,
ZD207,21:29,18,,3,,2,,4,,,,,1,2,2,20,6,4,46,6, ,,,,,,,,,,114,,,,,,
ZD286,23:14,37,,,2,1,,,,,,,3,6,,13,4,9,33,4,3, ,,,,,,,,,115,,,,,,
ZD238,00:48,13,,3,,2,,2,,,,,,1,,7,,1,5,1,1,5, ,,,,,,,,41,,,,,,
ZD292,01:37,9,1,5,2,4,,1,,,3,,,1,,2,,,1,1,2,1,, ,,,,,,,33,,,,,,
ZD233,03:34,45,1,3,,6,,,,,,,,3,,5,3,2,2,,,1,,2, ,,,,,,73,,,,,,
ZD111-01,04:33,62,3,18,5,1,1,1,1,,3,,2,3,4,16,4,1,17,2,7,5,1,,4, ,,,,,161,,,,,,
ZD326,05:45,50,5,12,,3,,,1,,5,,1,4,3,24,13,4,14,7,10,22,,1,1,17, ,,,,197,,,,,,
ZD250,06:42,123,4,15,1,4,,4,3,,7,,1,6,,9,7,,29,1,6,12,4,1,3,11,8, ,,,259,,,,,,
ZD062,07:28,18,,1,,,,,,,,,,,,,1,,8,6,2,1,,,,1,2,23, ,,63,,,,,,
ZD190-02,08:20,,,,,,,,,,,,,1,,2,2,,5,,1,1,,,,6,3,9,10, ,40,,,,,,
ZD190-01,08:50,79,,4,2,10,,9,5,1,8,,,6,9,15,10,3,33,4,12,10,1,,1,10,9,46,61,3,351,,,,,,
上车人数合计,,1012,67,101,15,47,6,22,47,38,40,3,36,71,46,180,57,46,281,32,44,58,6,4,9,45,22,78,71,3,2487,,,,,,
K01 ZD142—ZD190-01 开行 1 天 日均定员： 1041 客座率： 73.1 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
上车站,,ZD142,ZD044,ZD158,ZD262,ZD059,ZD243,ZD009,ZD272,ZD266,ZD251,ZD096,ZD151,ZD201,ZD200,ZD160,ZD320,ZD137,ZD141,ZD207,ZD303,ZD269,ZD035,ZD286,ZD309,ZD238,ZD292,ZD233,ZD111-01,ZD326,ZD250,ZD062,ZD370,下车人数合计,,,
下车站,开/到点,23:39,01:00,01:55,02:22,02:56,04:15,06:56,08:29,09:13,10:00,11:13,12:36,13:32,14:06,15:50,18:13,18:59,19:30,20:35,21:01,21:27,21:51,23:14,00:09,00:35,01:25,02:25,03:36,04:44,05:46,06:32,07:25,,,,
ZD142,23:39, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,
ZD044,00:58,6, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,
ZD158,01:53,2,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
ZD262,02:20,5,,1, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,
ZD059,02:54,3,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
ZD243,04:10,17,,,1,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,
ZD009,06:50,41,2,,,,2, ,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,
ZD272,08:26,48,2,,2,1,1,3, ,,,,,,,,,,,,,,,,,,,,,,,,,57,,,
ZD266,08:58,266,4,,3,5,3,28,8, ,,,,,,,,,,,,,,,,,,,,,,,,317,,,
ZD251,09:57,13,,,,2,7,1,4,24, ,,,,,,,,,,,,,,,,,,,,,,,51,,,
ZD096,11:11,2,,,,,,,,2,1, ,,,,,,,,,,,,,,,,,,,,,,5,,,
ZD151,12:33,12,,,,,1,,,2,2,, ,,,,,,,,,,,,,,,,,,,,,17,,,
ZD201,13:02,,,,,,,,,1,1,,1, ,,,,,,,,,,,,,,,,,,,,3,,,
ZD200,13:53,2,,,,,,,,,,,1,, ,,,,,,,,,,,,,,,,,,,3,,,
ZD160,15:47,11,,,,,,2,1,5,1,2,4,3,6, ,,,,,,,,,,,,,,,,,,35,,,
ZD320,17:54,18,,,,,1,,,5,,,10,18,19,37, ,,,,,,,,,,,,,,,,,108,,,
ZD137,18:57,4,,,,,,,,8,1,,9,2,7,17,71, ,,,,,,,,,,,,,,,,119,,,
ZD141,19:24,1,,2,,,,,,5,1,,1,,2,,40,23, ,,,,,,,,,,,,,,,75,,,
ZD207,20:30,6,,,,,,,1,8,,1,2,,2,,79,11,4, ,,,,,,,,,,,,,,114,,,
ZD303,20:56,3,,,,,,,,,,,1,,1,4,92,14,2,2, ,,,,,,,,,,,,,119,,,
ZD269,21:14,1,,,,,,,1,4,2,,,,,2,43,,3,5,1, ,,,,,,,,,,,,62,,,
ZD035,21:47,,,,,,,,,1,,,,,,,7,1,1,2,1,, ,,,,,,,,,,,13,,,
ZD286,22:55,3,,,1,,,,,1,,,,,,,12,,,,1,12,8, ,,,,,,,,,,38,,,
ZD309,00:06,5,,,,,,,1,1,,1,1,2,9,,8,2,,,1,,,9, ,,,,,,,,,40,,,
ZD238,00:31,10,,,1,,,,1,4,4,,,,2,8,10,1,,1,,,1,7,9, ,,,,,,,,59,,,
ZD292,01:16,26,6,8,,,2,,,2,,,,,2,1,,,1,2,,1,,2,,, ,,,,,,,53,,,
ZD233,02:22,28,,,,,,2,1,3,1,,1,,1,1,2,,,2,,,,,,,, ,,,,,,42,,,
ZD111-01,03:23,78,,4,,1,4,,1,1,4,,4,,3,3,12,,1,2,,2,1,3,3,1,,2, ,,,,,130,,,
ZD326,04:42,30,,6,3,,4,,1,4,3,2,,,4,4,13,8,3,15,1,5,2,7,1,,,1,5, ,,,,122,,,
ZD250,05:44,58,,1,,1,8,2,1,4,2,,5,,7,11,13,2,7,13,,1,4,12,5,6,4,1,11,5, ,,,184,,,
ZD062,06:30,1,,,1,,,,,9,,,1,,,2,5,4,1,2,1,,,1,,3,1,,3,,10, ,,45,,,
ZD370,07:16,,,,,,,,,,2,,,1,,4,10,,1,8,,,,2,4,8,,13,33,13,11,1, ,111,,,
ZD190-01,07:50,76,4,1,,1,13,3,1,7,2,,1,,14,21,41,6,5,20,,,5,2,4,8,5,3,10,4,16,45,430,748,,,
上车人数合计,,776,18,23,12,11,46,41,22,101,27,6,42,26,79,115,458,72,29,74,6,21,21,45,26,26,10,20,62,22,37,46,430,2750,,,
K06 ZD299—ZD190-01 开行 1 天 日均定员： 1246 客座率： 61.0 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
上车站,,ZD299,ZD152,ZD042,ZD133,ZD327,ZD226,ZD257,ZD162,ZD051,ZD252,ZD119,ZD230,ZD218,ZD063,ZD128,ZD277,ZD086,ZD039,ZD182,ZD293,ZD111-02,ZD326,ZD250,ZD120,ZD143,下车人数合计,,,,,,,,,,
下车站,开/到点,18:29,19:11,20:47,21:56,23:12,23:35,00:20,01:02,02:03,02:20,02:35,04:18,06:23,06:55,07:12,07:29,08:08,09:01,09:28,10:48,11:36,12:52,14:08,15:26,15:46,,,,,,,,,,,
ZD299,18:29, ,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,
ZD152,19:07,2, ,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
ZD042,20:45,12,, ,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,
ZD133,21:53,17,1,4, ,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,
ZD327,23:08,6,,,, ,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,
ZD226,23:31,7,,3,10,, ,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,
ZD257,00:16,,,1,,,2, ,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,
ZD162,00:56,3,2,,,,3,11, ,,,,,,,,,,,,,,,,,,19,,,,,,,,,,
ZD051,01:59,10,2,,,,,,4, ,,,,,,,,,,,,,,,,,16,,,,,,,,,,
ZD252,02:16,2,,,,,,,,, ,,,,,,,,,,,,,,,,2,,,,,,,,,,
ZD119,02:32,,,,,,,,1,,, ,,,,,,,,,,,,,,,1,,,,,,,,,,
ZD230,03:37,44,3,1,,2,4,,26,1,3,5, ,,,,,,,,,,,,,,89,,,,,,,,,,
ZD218,06:17,110,21,12,7,2,4,,8,,3,,1, ,,,,,,,,,,,,,168,,,,,,,,,,
ZD063,06:52,2,,,,,,,,,,,,2, ,,,,,,,,,,,,4,,,,,,,,,,
ZD128,07:09,1,,,,,,,,,,,,12,, ,,,,,,,,,,,13,,,,,,,,,,
ZD277,07:27,6,,1,,,,,,,,,6,18,2,, ,,,,,,,,,,33,,,,,,,,,,
ZD086,07:58,76,4,5,4,,2,,1,,,,7,45,13,3,8, ,,,,,,,,,168,,,,,,,,,,
ZD039,08:58,59,16,3,2,,5,,,,,,8,32,2,5,5,25, ,,,,,,,,162,,,,,,,,,,
ZD182,09:24,1,,,,,,,,,1,,1,2,1,1,,,, ,,,,,,,7,,,,,,,,,,
ZD293,10:43,,,,,,,,,,,,,,,,,,2,, ,,,,,,2,,,,,,,,,,
ZD111-02,11:28,188,27,3,4,,20,1,4,,,,14,12,3,1,8,5,10,2,, ,,,,,302,,,,,,,,,,
ZD326,12:45,41,2,6,3,,13,,4,,1,,7,26,,5,2,4,14,5,2,23, ,,,,158,,,,,,,,,,
ZD250,13:52,61,6,,,,7,,3,1,,,1,8,2,4,5,6,19,7,,39,13, ,,,182,,,,,,,,,,
ZD120,15:23,3,,3,,,2,,1,,,,1,2,,1,,2,10,,,33,22,49, ,,129,,,,,,,,,,
ZD143,15:44,2,1,,,,,,,,,,,3,,,,5,2,,,23,1,13,5, ,55,,,,,,,,,,
ZD190-01,16:37,42,1,4,,1,3,,3,,,,,34,3,3,3,14,25,8,,77,31,30,30,60,372,,,,,,,,,,
上车人数合计,,695,86,46,30,5,65,12,55,2,8,5,46,196,26,23,31,61,82,22,2,195,67,92,35,60,1947,,,,,,,,,,
Z02 ZD267—ZD190-01 开行 1 天 日均定员： 1194 客座率： 57.0 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
上车站,,ZD267,ZD076,ZD142,ZD044,ZD158,ZD243,ZD009,ZD266,ZD160,ZD320,ZD137,ZD207,ZD035,ZD286,ZD309,ZD292,ZD233,ZD111-01,ZD326,ZD250,下车人数合计,,,,,,,,,,,,,,,
下车站,开/到点,22:40,23:50,01:33,03:00,03:57,06:08,08:48,10:29,15:06,16:53,17:36,18:50,19:37,20:50,21:44,22:33,23:39,00:57,02:05,03:04,,,,,,,,,,,,,,,,
ZD267,22:40, ,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,
ZD076,23:48,6, ,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,
ZD142,01:10,16,1, ,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,
ZD044,02:55,,,2, ,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
ZD158,03:52,3,,1,, ,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
ZD243,05:58,35,6,21,,, ,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,
ZD009,08:40,5,,3,,,19, ,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,
ZD266,10:17,44,,14,2,3,48,150, ,,,,,,,,,,,,,261,,,,,,,,,,,,,,,
ZD160,15:03,6,2,1,,,,1,18, ,,,,,,,,,,,,28,,,,,,,,,,,,,,,
ZD320,16:44,39,,8,,,1,4,40,107, ,,,,,,,,,,,199,,,,,,,,,,,,,,,
ZD137,17:32,22,1,,,,,1,12,53,100, ,,,,,,,,,,189,,,,,,,,,,,,,,,
ZD207,18:45,25,4,,,,,2,2,33,136,32, ,,,,,,,,,234,,,,,,,,,,,,,,,
ZD035,19:28,12,,1,,,,,2,6,19,1,2, ,,,,,,,,43,,,,,,,,,,,,,,,
ZD286,20:35,34,,1,,,1,,4,23,40,22,6,3, ,,,,,,,134,,,,,,,,,,,,,,,
ZD309,21:41,33,2,4,,,,,7,6,13,,12,3,30, ,,,,,,110,,,,,,,,,,,,,,,
ZD292,22:31,37,,11,,,,,5,1,8,1,9,1,10,7, ,,,,,90,,,,,,,,,,,,,,,
ZD233,23:34,21,3,9,,1,1,,4,6,6,1,11,5,,1,2, ,,,,71,,,,,,,,,,,,,,,
ZD111-01,00:31,62,,13,1,3,6,2,12,24,32,3,7,6,1,10,3,5, ,,,190,,,,,,,,,,,,,,,
ZD326,02:03,20,,2,1,,11,1,6,8,2,4,3,2,7,3,8,6,45, ,,129,,,,,,,,,,,,,,,
ZD250,03:00,44,1,3,1,,2,4,7,2,8,1,4,1,4,,9,2,57,6, ,156,,,,,,,,,,,,,,,
ZD190-01,04:56,63,5,10,1,2,5,4,9,10,25,11,7,5,11,12,29,26,61,9,7,312,,,,,,,,,,,,,,,
上车人数合计,,527,25,104,6,9,94,169,128,279,389,76,61,26,63,33,51,39,163,15,7,2264,,,,,,,,,,,,,,,
数据源 客票席位汇总数据  ,- 1 -,2016-3-18 14:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,